text,intent
what documents are needed for a guardian,guardian_requirements
guardian ke liye kaunse documents chahiye,guardian_requirements
do i need to upload CNIC,guardian_requirements
cnic upload karna zaroori hai,guardian_requirements
guardian verification requirements,guardian_requirements
guardian verification ke liye kya chahiye,guardian_requirements
what is needed to approve a guardian,guardian_requirements
guardian approve karwane ke liye kya karna hoga,guardian_requirements
is CNIC mandatory for guardians,guardian_requirements
kya guardian ka CNIC lazmi hai,guardian_requirements
what id proof is required,guardian_requirements
kaunsa id proof chahiye,guardian_requirements
who can be a guardian,guardian_requirements
guardian kaun ban sakta hai,guardian_requirements
can a neighbor be a guardian,guardian_requirements
kya parosi guardian ban sakta hai,guardian_requirements
can a friend pick up my child,guardian_requirements
kya dost bache ko le ja sakta hai,guardian_requirements
age limit for guardian,guardian_requirements
guardian ki umar kitni honi chahiye,guardian_requirements
what relations are allowed,guardian_requirements
kaunse rishtay allowed hain,guardian_requirements
why is identity verification needed,guardian_requirements
guardian verification kyun zaroori hai,guardian_requirements
how does verification work,guardian_requirements
verification kaise hoti hai,guardian_requirements
how long is the verification,guardian_requirements
verification mein kitna time lagega,guardian_requirements
24-48 hours kya hai,guardian_requirements
is it 24 to 48 hours for review,guardian_requirements
what if my guardian does not have a CNIC,guardian_requirements
agar guardian ke paas CNIC nahi ho to,guardian_requirements
can i upload a passport instead,guardian_requirements
CNIC ki jagah passport chalega,guardian_requirements
clear picture of CNIC chahiye,guardian_requirements
CNIC ki photo kaisi honi chahiye,guardian_requirements
will the guardian need to show ID at pickup,guardian_requirements
pickup par guardian ko ID dikhani hogi,guardian_requirements
guardian ko kya kya dena hoga,guardian_requirements
what info is required to add a guardian,guardian_requirements
who are my authorized guardians,guardian_info
mere authorized guardians kaun hain,guardian_info
list my guardians,guardian_info
guardians ki list dikhao,guardian_info
show all guardians,guardian_info
saare guardians dikhao,guardian_info
who is allowed to pick up my child,guardian_info
mere bache ko kaun kaun le ja sakta hai,guardian_info
who can collect my son,guardian_info
who is authorized for pickup,guardian_info
kis kis ko pickup ki ijazat hai,guardian_info
how many guardians do i have,guardian_info
mere kitne guardians hain,guardian_info
approved guardians kaun se hain,guardian_info
approved guardians list,guardian_info
guardian ki details dikhao,guardian_info
guardian phone numbers,guardian_info
guardians ke numbers dikhao,guardian_info
who did i add as a guardian,guardian_info
maine kis kis ko guardian banaya tha,guardian_info
my registered guardians,guardian_info
registered guardians ki list,guardian_info
guardians for soban,guardian_info
soban ke guardians kaun hain,guardian_info
is safina a guardian,guardian_info
kya safina guardian hai,guardian_info
is saim on my list,guardian_info
saim meri list mein hai,guardian_info
show my authorized pickup people,guardian_info
authorized log kaun hain,guardian_info
current guardians,guardian_info
abhi kaun kaun guardian hain,guardian_info
authorized guardians page,guardian_info
guardians page kahan hai,guardian_info
view guardians,guardian_info
guardian dekhna hai,guardian_info
how many people can pick up my child,guardian_info
kitne log bache ko le ja sakte hain,guardian_info
who else can pick up my kid,guardian_info
mere alawa bache ko kaun le ja sakta hai,guardian_info
show me everyone linked to my child,guardian_info
bache se linked tamam log dikhao,guardian_info
how do i add a child,how_to_add_child
bacha kaise add karun,how_to_add_child
add child button kahan hai,how_to_add_child
i want to add my second child,how_to_add_child
dusra bacha add karna hai,how_to_add_child
how to register my child for transport,how_to_add_child
bache ko transport mein register kaise karun,how_to_add_child
how to add a new student,how_to_add_child
naya student kaise add karun,how_to_add_child
add another child,how_to_add_child
aik aur bacha add karna hai,how_to_add_child
register my daughter,how_to_add_child
meri beti ko register karna hai,how_to_add_child
add my son to the van service,how_to_add_child
beta van service mein add karna hai,how_to_add_child
how many children can i add,how_to_add_child
kitne bache add kar sakta hun,how_to_add_child
child limit kya hai,how_to_add_child
is there a limit on children,how_to_add_child
steps to add a child,how_to_add_child
bacha add karne ke steps,how_to_add_child
what details are required to add a child,how_to_add_child
bache ko add karne ke liye kya info chahiye,how_to_add_child
add child form,how_to_add_child
child ka form kahan hai,how_to_add_child
how to enroll my kid,how_to_add_child
bache ka enrollment kaise hoga,how_to_add_child
new admission for van,how_to_add_child
van ke liye naya admission,how_to_add_child
how do i add a sibling,how_to_add_child
behn bhai ko kaise add karun,how_to_add_child
my child is not listed how do i add,how_to_add_child
mera bacha list mein nahi hai add kaise karun,how_to_add_child
can I add 3 children,how_to_add_child
3 bache add ho sakte hain,how_to_add_child
children used ka matlab kya hai,how_to_add_child
how to add grade and class,how_to_add_child
grade aur class kaise likhun,how_to_add_child
add student details,how_to_add_child
student details kaise bharun,how_to_add_child
how do i register a new child,how_to_add_child
naya bacha register karna hai,how_to_add_child
my child will be absent today,report_absence
aaj mera bacha absent hai,report_absence
report absence,report_absence
absence report karni hai,report_absence
how do i report absence,report_absence
absence kaise report karun,report_absence
my son is sick today,report_absence
beta aaj bimar hai,report_absence
my daughter will not go to school tomorrow,report_absence
kal beti school nahi jaye gi,report_absence
bacha aaj school nahi jaye ga,report_absence
tell the driver not to come,report_absence
driver ko bata do aaj na aaye,report_absence
skip pickup today,report_absence
aaj pickup nahi chahiye,report_absence
cancel today's pickup,report_absence
aaj ki pickup cancel karo,report_absence
cancel tomorrow's van,report_absence
kal van cancel karni hai,report_absence
mark my child absent,report_absence
bache ko absent mark karo,report_absence
leave application for transport,report_absence
chutti ka batana hai,report_absence
child is on leave,report_absence
bacha chutti par hai,report_absence
no van needed tomorrow,report_absence
kal van ki zaroorat nahi,report_absence
we are traveling no pickup this week,report_absence
hum bahar ja rahe hain is hafte pickup nahi chahiye,report_absence
report absence for today,report_absence
absence for tomorrow,report_absence
soban aaj absent hai,report_absence
Ali Khan will not come tomorrow,report_absence
Ali kal nahi ayega,report_absence
bacha bukhar ki wajah se nahi ayega,report_absence
my child has a doctor appointment no van,report_absence
doctor ke paas jana hai van nahi chahiye,report_absence
inform absence to driver,report_absence
driver ko absence ki ittela do,report_absence
absent kaise mark karte hain,report_absence
how to mark absent,report_absence
why is no route assigned to my child,route_info
mere bache ko route kyun nahi mila,route_info
no route assigned,route_info
route assign nahi hua,route_info
it says no route assigned,route_info
no route assigned likha hua hai,route_info
when will a route be assigned,route_info
route kab assign hoga,route_info
why is my child pending,route_info
mera bacha pending kyun hai,route_info
child status pending kya matlab,route_info
what does pending mean for my child,route_info
pending status kab tak rahega,route_info
how long will it stay pending,route_info
bache ki approval kab hogi,route_info
when will my child be approved,route_info
child approval pending,route_info
admin ne bacha approve kyun nahi kiya,route_info
why has the admin not approved my child,route_info
student inactive kyun hai,route_info
why is my child inactive,route_info
bacha inactive dikha raha hai,route_info
how to activate my child,route_info
bache ko active kaise karun,route_info
Ali Khan ka route assign nahi hua,route_info
musfira ka route kab milega,route_info
test student ko route nahi mila,route_info
Talal ko route kyun nahi diya gaya,route_info
my child has been waiting for a route,route_info
bache ka route abhi tak nahi aaya,route_info
no driver assigned yet,route_info
driver assign nahi hua abhi tak,route_info
who assigns the route,route_info
route kaun assign karta hai,route_info
how to get a route for my child,route_info
bache ke liye route kaise milega,route_info
route request pending,route_info
route ki request pending hai,route_info
my kid has no pickup time,route_info
bache ka pickup time nahi dikh raha,route_info
why are pickup times missing,route_info
pickup time show kyun nahi ho raha,route_info
i want to change my child's route,change_route_request
bache ka route change karna hai,change_route_request
how do i change the route,change_route_request
route kaise badlun,change_route_request
change pickup location,change_route_request
pickup location badalni hai,change_route_request
we moved to a new address,change_route_request
hum naye ghar mein shift ho gaye hain,change_route_request
address change karna hai,change_route_request
how to update home address,change_route_request
ghar ka address kaise update karun,change_route_request
change my stop,change_route_request
stop badalna hai,change_route_request
i want a different pickup stop,change_route_request
mujhe dusra pickup stop chahiye,change_route_request
can i change pickup time,change_route_request
pickup time badal sakte hain,change_route_request
change drop off time,change_route_request
drop ka time change karwana hai,change_route_request
request a route change,change_route_request
route change ki request dena hai,change_route_request
move my child to another route,change_route_request
bache ko dusre route par shift karo,change_route_request
switch to ring road route,change_route_request
ring road route par shift karna hai,change_route_request
change to Hafiz center route,change_route_request
hafiz center route mein transfer karo,change_route_request
can my child use a different van,change_route_request
kya bacha dusri van mein ja sakta hai,change_route_request
can I change the driver,change_route_request
driver change ho sakta hai,change_route_request
temporary route change for a week,change_route_request
ek hafte ke liye route change karna hai,change_route_request
my stop is far from home can it be changed,change_route_request
stop ghar se door hai badal sakte hain,change_route_request
add a new stop,change_route_request
naya stop add karwana hai,change_route_request
pick up from grandmother's house,change_route_request
nani ke ghar se pickup karwani hai,change_route_request
drop at a different address today,change_route_request
aaj drop kisi aur address par karwana hai,change_route_request
how do i change my password,change_password
password kaise change karun,change_password
i forgot my password,change_password
password bhool gaya,change_password
mera password yaad nahi,change_password
forgot password,change_password
reset my password,change_password
password reset karna hai,change_password
password reset kaise hoga,change_password
how to reset password,change_password
cannot log in forgot password,change_password
login nahi ho raha password bhool gaya,change_password
change password option kahan hai,change_password
password badalne ka option kahan hai,change_password
where is the change password page,change_password
update my password,change_password
password update karna hai,change_password
i want a new password,change_password
naya password set karna hai,change_password
my password is not working,change_password
mera password kaam nahi kar raha,change_password
wrong password error,change_password
password galat bata raha hai,change_password
how to set a new password,change_password
new password kaise banayein,change_password
password ko secure kaise karun,change_password
how to make my account secure,change_password
account security settings,change_password
account ki security kaise badhayen,change_password
current password kya daalna hai,change_password
current password dena zaroori hai,change_password
password change karne ke steps,change_password
steps to change password,change_password
password kitne characters ka hona chahiye,change_password
password requirements,change_password
kya password email par bhej sakte ho,change_password
send reset link to my email,change_password
reset link nahi aaya,change_password
i did not get the password reset email,change_password
how do i update my profile,update_profile
profile kaise update karun,update_profile
change my phone number,update_profile
phone number badalna hai,update_profile
mera number change karna hai,update_profile
update my email address,update_profile
email address change karna hai,update_profile
email kaise badlun,update_profile
change my name,update_profile
naam change karna hai,update_profile
mera naam galat likha hai,update_profile
my name is spelled wrong,update_profile
where is profile settings,update_profile
profile settings kahan hain,update_profile
edit my profile,update_profile
profile edit karna hai,update_profile
update contact details,update_profile
contact details update karni hain,update_profile
save changes button kahan hai,update_profile
how to save my profile changes,update_profile
profile save kaise karun,update_profile
i changed my number how to update,update_profile
mera number badal gaya hai update kaise karun,update_profile
my old number is still showing,update_profile
purana number show ho raha hai,update_profile
update parent information,update_profile
parent ki info update karni hai,update_profile
change phone number for alerts,update_profile
alerts ke liye number badalna hai,update_profile
what phone number do you have for me,update_profile
meri kaunsi phone number aap ke paas hai,update_profile
which email is registered,update_profile
kaunsi email registered hai,update_profile
can I change my email,update_profile
kya email change ho sakti hai,update_profile
how to edit account details,update_profile
account details edit kaise karun,update_profile
update my whatsapp number,update_profile
whatsapp number update karna hai,update_profile
change my profile picture,update_profile
profile picture kaise lagayen,update_profile
turn on sms alerts,notification_settings
sms alerts on karo,notification_settings
sms alert enable kaise karun,notification_settings
how do i enable sms notifications,notification_settings
turn off sms alerts,notification_settings
sms alerts band karo,notification_settings
turn on email alerts,notification_settings
email alerts on karne hain,notification_settings
disable email notifications,notification_settings
email notifications band karni hain,notification_settings
how to change notification settings,notification_settings
notification settings kahan hain,notification_settings
notification preferences,notification_settings
notification preferences badalni hain,notification_settings
i do not want so many notifications,notification_settings
mujhe itni notifications nahi chahiye,notification_settings
stop sending me emails,notification_settings
mujhe emails bhejna band karo,notification_settings
i am not getting sms,notification_settings
mujhe sms nahi aa rahe,notification_settings
i am not receiving alerts,notification_settings
mujhe alerts nahi mil rahe,notification_settings
i do not get email alerts,notification_settings
email alerts nahi aa rahe,notification_settings
how to get pickup alerts,notification_settings
pickup ke alerts kaise milenge,notification_settings
how do i get notified when van arrives,notification_settings
van aane par notification kaise milegi,notification_settings
enable push notifications,notification_settings
push notifications on karo,notification_settings
what alerts will I receive,notification_settings
mujhe kaunse alerts milenge,notification_settings
sms alerts kis liye hain,notification_settings
what are sms alerts for,notification_settings
email alerts mein kya aata hai,notification_settings
what do email alerts include,notification_settings
daily summary email band karo,notification_settings
stop the daily summary,notification_settings
route change ke sms chahiye,notification_settings
mute notifications,notification_settings
notifications mute karni hain,notification_settings
how do i contact support,contact_support
support se rabta kaise karun,contact_support
contact admin,contact_support
admin se baat karni hai,contact_support
i want to talk to a human,contact_support
mujhe kisi insaan se baat karni hai,contact_support
customer care number,contact_support
customer care ka number kya hai,contact_support
helpline number,contact_support
helpline number batao,contact_support
support email,contact_support
support ki email kya hai,contact_support
school office number,contact_support
school office ka number do,contact_support
how to reach the school,contact_support
school se kaise rabta karun,contact_support
who do i call for help,contact_support
madad ke liye kis ko call karun,contact_support
transport incharge ka number,contact_support
transport incharge se baat karni hai,contact_support
contact the transport manager,contact_support
manager se rabta,contact_support
i need to speak to the admin,contact_support
admin se baat karwa do,contact_support
give me the admin's contact,contact_support
admin ka contact number do,contact_support
contact support button,contact_support
contact support kahan hai,contact_support
talk to an agent,contact_support
agent se baat karwao,contact_support
live chat with support,contact_support
support team se live chat,contact_support
billing support number,contact_support
billing support se kaise baat karun,contact_support
can i email the school,contact_support
school ko email kaise karun,contact_support
support timings,contact_support
support kis waqt available hai,contact_support
office hours,contact_support
office ka time kya hai,contact_support
human agent chahiye,contact_support
connect me to support,contact_support
i want to complain,complaint
mujhe shikayat karni hai,complaint
i have a complaint,complaint
meri ek shikayat hai,complaint
the driver was rude,complaint
driver ka rawaiya bura tha,complaint
driver behaved badly,complaint
driver ne badtameezi ki,complaint
the van is very dirty,complaint
van bohat ganda hai,complaint
van is overcrowded,complaint
van mein bohat zyada bache hain,complaint
the driver drives recklessly,complaint
driver bohat tez chalata hai,complaint
driver was on the phone while driving,complaint
driver phone par baat karte hue gaari chala raha tha,complaint
van is always late,complaint
van hamesha late aati hai,complaint
service is very bad,complaint
service bohat kharab hai,complaint
i am not happy with the service,complaint
main service se khush nahi hun,complaint
very disappointed,complaint
bohat mayoos hun,complaint
worst transport service,complaint
yeh sab se kharab service hai,complaint
my child was left behind,complaint
mere bache ko chhor kar chale gaye,complaint
the van skipped my stop,complaint
van mera stop chhor gayi,complaint
driver did not pick up my child today,complaint
driver ne aaj bache ko pick nahi kiya,complaint
my child came home very late today,complaint
mera bacha aaj bohat late ghar aaya,complaint
i was overcharged,complaint
mujhse zyada paisay liye gaye,complaint
wrong amount charged,complaint
galat fee charge ki gayi,complaint
app is not working properly,complaint
app theek kaam nahi kar rahi,complaint
report a problem with the driver,complaint
driver ke khilaf shikayat,complaint
emergency,emergency
this is an emergency,emergency
yeh emergency hai,emergency
emergency hai jaldi help karo,emergency
my child is missing,emergency
mera bacha gum ho gaya hai,emergency
my child has not reached home,emergency
mera bacha abhi tak ghar nahi pohancha,emergency
there was an accident with the van,emergency
van ka accident ho gaya,emergency
van met with an accident,emergency
van accident mein phans gayi,emergency
my child is hurt,emergency
mere bache ko chot lagi hai,emergency
my child is injured in the van,emergency
bacha van mein zakhmi ho gaya,emergency
my child is not answering the phone and has not come home,emergency
bacha ghar nahi aaya aur phone bhi nahi utha raha,emergency
the van broke down,emergency
van kharab ho gayi road par,emergency
van is stuck and my child is inside,emergency
van phans gayi hai bacha andar hai,emergency
my child feels sick in the van,emergency
bache ki tabiyat van mein kharab ho gayi,emergency
urgent help needed,emergency
foran madad chahiye,emergency
urgent please help,emergency
please help my child is in danger,emergency
bache ko khatra hai,emergency
unknown person picked up my child,emergency
kisi anjaan shakhs ne bache ko utha liya,emergency
someone unauthorized took my child,emergency
kisi ghair mutaliq bande ne bache ko le liya,emergency
driver is not responding and my child is in the van,emergency
driver phone nahi utha raha aur bacha van mein hai,emergency
child was dropped at the wrong place,emergency
bache ko galat jagah utaar diya,emergency
my child is lost,emergency
mera bacha kho gaya hai,emergency
call the school immediately,emergency
school ko foran call karo,emergency
police ko batana hai,emergency
i need to report a serious incident,emergency
what is the weather today,out_of_scope
aaj mausam kaisa hai,out_of_scope
tell me a joke,out_of_scope
koi mazahiya baat sunao,out_of_scope
who won the cricket match,out_of_scope
cricket ka score kya hai,out_of_scope
what is the capital of pakistan,out_of_scope
pakistan ka capital kya hai,out_of_scope
how to cook biryani,out_of_scope
biryani kaise banate hain,out_of_scope
what is the price of petrol,out_of_scope
petrol ka rate kya hai,out_of_scope
who is the prime minister,out_of_scope
what is the dollar rate,out_of_scope
dollar ka rate kya hai,out_of_scope
translate this to french,out_of_scope
mujhe ek poem likh do,out_of_scope
write me an essay,out_of_scope
essay likh do,out_of_scope
what is 25 times 4,out_of_scope
25 ko 4 se zarb do,out_of_scope
recommend a movie,out_of_scope
koi acchi movie batao,out_of_scope
how do i learn python,out_of_scope
python kaise seekhun,out_of_scope
what is your favorite color,out_of_scope
tumhara favorite colour kya hai,out_of_scope
are you married,out_of_scope
kya tum shaadi shuda ho,out_of_scope
tell me about the moon,out_of_scope
chand ke baare mein batao,out_of_scope
how to lose weight,out_of_scope
wazan kaise kam karun,out_of_scope
best restaurant near me,out_of_scope
sab se acha restaurant kahan hai,out_of_scope
book me a flight,out_of_scope
mujhe flight book karni hai,out_of_scope
order me pizza,out_of_scope
pizza order kar do,out_of_scope
what is the news today,out_of_scope
aaj ki khabren kya hain,out_of_scope
who is elon musk,out_of_scope
sing me a song,out_of_scope
koi gana sunao,out_of_scope
what is the time in london,out_of_scope
complaint about the driver,complaint
driver ke baare mein complaint karni hai,complaint
van roz late aati hai,complaint
van comes late every day,complaint
pichle hafte se van late aa rahi hai,complaint
van has been late all week,complaint
mujhe is service se bohat shikayat hai,complaint
this service is a joke,complaint
yeh kya tareeqa hai bache ko akela chor diya,complaint
driver bache ke saath sahi se pesh nahi aata,complaint
driver shouts at my child,complaint
driver mere bache par chilla raha tha,complaint
driver ne mere bache ko daanta,complaint
driver is not polite with kids,complaint
van mein bohat garmi hai,complaint
van is too hot and there is no ac,complaint
van ki seats toot gayi hain,complaint
seat belts are missing in the van,complaint
van mein seat belt nahi hain,complaint
bache van mein khade hote hain,complaint
too many kids are standing in the van,complaint
driver overspeeding kar raha tha,complaint
driver traffic rules follow nahi karta,complaint
i want to file a complaint against the driver,complaint
driver ke against complaint darj karwani hai,complaint
i have complained before and nothing happened,complaint
pehle bhi shikayat ki thi koi sunwai nahi hui,complaint
nobody responds to my complaints,complaint
koi meri baat nahi sunta,complaint
school ne meri complaint ka koi jawab nahi diya,complaint
i am fed up with this transport,complaint
main is transport se tang aa gayi hun,complaint
bohat bura experience raha aaj,complaint
very bad experience with the van today,complaint
driver aaj phir late tha aur bura bartao kiya,complaint
meri subscription ka kya status hai,subscription_status
is mahine ki fee jama hai ya nahi,subscription_status
have i paid this month's fee,subscription_status
kitne paise dene baqi hain,subscription_status
how much do i still owe,subscription_status
mera bill kitna banta hai,subscription_status
what is my current bill,subscription_status
meri fee kab due hoti hai,subscription_status
is my account in good standing,subscription_status
mera account active hai ya nahi,subscription_status
kya mera plan expire ho gaya hai,subscription_status
has my plan expired,subscription_status
mera plan kis tarikh ko khatam hoga,subscription_status
what date does my plan end,subscription_status
kya main abhi subscribed hun,subscription_status
am i currently subscribed,subscription_status
mere naam par kaunsa plan chal raha hai,subscription_status
which plan is running on my account,subscription_status
main har mahine kitna pay kar raha hun,subscription_status
subscription details dikhao,subscription_status
show my subscription details,subscription_status
do i have any pending payment,subscription_status
meri koi payment pending to nahi,subscription_status
kya meri fee late ho gayi hai,subscription_status
is my fee overdue,subscription_status
what is the status of my last payment,subscription_status
meri last payment ka kya status hai,subscription_status
mere plan ki maiyad kab khatam hogi,subscription_status
my subscription end date,subscription_status
mera plan renew hone mein kitne din hain,subscription_status
basic plan ki fees kya hai,plan_prices
kitne paise lagte hain van ke,plan_prices
how much do you charge for transport,plan_prices
van service ka monthly charge kitna hai,plan_prices
price list please,plan_prices
rate list batao,plan_prices
standard aur premium mein kitna farq hai price ka,plan_prices
how much more is premium than standard,plan_prices
premium plan kis liye behtar hai,plan_prices
what does standard include,plan_prices
does the basic plan include live tracking,plan_prices
kya basic plan mein live tracking hai,plan_prices
premium plan mein kya extra milta hai,plan_prices
what extra do i get with premium,plan_prices
round trip kis plan mein hai,plan_prices
which plan has round trip transport,plan_prices
morning pickup only plan kaunsa hai,plan_prices
which plan is only morning pickup,plan_prices
kaunsa plan 3 bachon ke liye hai,plan_prices
which plan covers 3 children,plan_prices
priority support kis plan mein hai,plan_prices
which plan has 24/7 support,plan_prices
rs 5000 wale plan mein kya kya hai,plan_prices
what do i get for 7500,plan_prices
7500 wala plan kya hai,plan_prices
per month kitna kharcha aayega,plan_prices
what will it cost per month for two children,plan_prices
do you offer discounts for siblings,plan_prices
sibling discount hai kya,plan_prices
kya yearly plan bhi hai,plan_prices
guardian add karne se pehle kya tayyari karni hogi,guardian_requirements
what do i need before adding a guardian,guardian_requirements
guardian ke liye kis cheez ki photo upload karni hai,guardian_requirements
what should i upload for a guardian,guardian_requirements
guardian ki id ka scan chahiye,guardian_requirements
do you need a copy of the guardian's ID card,guardian_requirements
kya guardian ki id card copy deni hogi,guardian_requirements
is the CNIC copy required,guardian_requirements
cnic front aur back dono chahiye,guardian_requirements
do i need both sides of the CNIC,guardian_requirements
guardian approve hone ke liye conditions kya hain,guardian_requirements
what are the conditions for guardian approval,guardian_requirements
guardian ke liye rules kya hain,guardian_requirements
rules for authorized guardians,guardian_requirements
kya nabalig guardian ban sakta hai,guardian_requirements
can a minor be a guardian,guardian_requirements
can a driver or servant be a guardian,guardian_requirements
kya naukar guardian ban sakta hai,guardian_requirements
kya guardian ka mere se rishta zaroori hai,guardian_requirements
must the guardian be a relative,guardian_requirements
guardian ka phone number zaroori hai,guardian_requirements
is a phone number required for the guardian,guardian_requirements
guardian ke liye kitni details deni parti hain,guardian_requirements
how much information do i need to provide about the guardian,guardian_requirements
kya guardian ki nadra verification hoti hai,guardian_requirements
is guardian id verified with nadra,guardian_requirements
guardian verify karne ka process kya hai,guardian_requirements
what is the verification process for guardians,guardian_requirements
mera bacha van se utar kar gum ho gaya,emergency
bache ka koi pata nahi chal raha,emergency
i cannot find my child,emergency
school se bacha ghar nahi aaya abhi tak,emergency
it is 5 pm and my child is not home,emergency
driver ka phone band hai aur bacha wapis nahi aaya,emergency
driver is unreachable and my kid is not home,emergency
van ne road par takar mar di,emergency
the van hit a car,emergency
van ulat gayi hai,emergency
the van overturned,emergency
bache ko hospital le jana hai,emergency
my child needs a hospital,emergency
bacha behosh ho gaya hai,emergency
my child fainted in the van,emergency
bache ka khoon beh raha hai,emergency
my child is bleeding,emergency
koi bache ko zabardasti le gaya,emergency
someone forcibly took my child from the van,emergency
driver looks drunk and my child is with him,emergency
driver bache ko galat raste par le ja raha hai,emergency
the driver is taking my child to the wrong place,emergency
van school ki jagah kisi aur taraf ja rahi hai,emergency
the van is going in the wrong direction with my child,emergency
help my child is trapped in the van,emergency
bacha van mein band ho gaya hai,emergency
van mein aag lag gayi,emergency
the van caught fire,emergency
mujhe abhi foran help chahiye,emergency
please call the admin right now my child is in trouble,emergency
school ki tuition fee kitni hai,out_of_scope
what is the school tuition fee,out_of_scope
exam date sheet kab aayegi,out_of_scope
when is the exam schedule,out_of_scope
homework kya mila hai aaj,out_of_scope
what is today's homework,out_of_scope
teacher se baat karni hai,out_of_scope
i want to talk to my child's teacher,out_of_scope
result kab aayega,out_of_scope
when will the results come out,out_of_scope
uniform kahan se milegi,out_of_scope
where can i buy the school uniform,out_of_scope
gold ka rate kya hai,out_of_scope
what is the gold price today,out_of_scope
bitcoin price kya hai,out_of_scope
mujhe ek recipe batao,out_of_scope
give me a recipe for pasta,out_of_scope
sab se behtar cricketer kaun hai,out_of_scope
who is the best cricketer,out_of_scope
what is machine learning,out_of_scope
machine learning kya hoti hai,out_of_scope
tell me a story,out_of_scope
mujhe koi kahani sunao,out_of_scope
how do i get a passport,out_of_scope
passport kaise banta hai,out_of_scope
kal barish hogi kya,out_of_scope
what is 100 divided by 5,out_of_scope
how to apply for a job,out_of_scope
job kaise dhoondun,out_of_scope
what is the meaning of life,out_of_scope
mera pickup point badalna hai,change_route_request
i need to change my pickup point,change_route_request
bache ko naye stop se pickup karwana hai,change_route_request
i want my child picked up from a new stop,change_route_request
hum shift ho rahe hain agle mahine route badalna hoga,change_route_request
we are moving next month and need a new route,change_route_request
route change karwane ke liye kya karna hoga,change_route_request
what do i do to get the route changed,change_route_request
pickup ka time thora late karwana hai,change_route_request
can pickup be a bit later,change_route_request
pickup ka time pehle karwana hai,change_route_request
can you make the pickup earlier,change_route_request
drop off ek ghante baad karwani hai,change_route_request
can drop off be moved later,change_route_request
hamara ghar route se bahar hai stop badlo,change_route_request
my house is not on the route please add it,change_route_request
bache ko cousin ke ghar se drop karwana hai,change_route_request
drop my child at my sister's house,change_route_request
kal ke liye alag jagah se pickup,change_route_request
pickup from a different place tomorrow,change_route_request
switch my child to another van,change_route_request
bache ko doosri van mein daal do,change_route_request
transfer soban to another route,change_route_request
soban ko dusre route par transfer karo,change_route_request
mujhe route badalne ki request bhejni hai,change_route_request
send a route change request to the admin,change_route_request
admin se route change karwana hai,change_route_request
i want to update my child's pickup address,change_route_request
bache ka pickup address update karna hai,change_route_request
change the stop for Ali Khan,change_route_request
Ali Khan ka stop badal do,change_route_request
kya bacha van se utar gaya,child_status
has my child got off the van,child_status
bache ne van pakar li,child_status
did my son catch the van this morning,child_status
kya aaj bacha van par chadha,child_status
did my kid miss the van today,child_status
bacha van miss to nahi kar gaya,child_status
has the driver dropped my daughter,child_status
driver ne meri beti ko drop kar diya,child_status
is my son still in the van,child_status
mera beta abhi tak van mein hai,child_status
bacha school gate tak pohancha ya nahi,child_status
did my child enter the school,child_status
bacha school ke andar gaya,child_status
confirm my child reached school safely,child_status
bache ke safely school pohanchne ki confirmation chahiye,child_status
i want to know if my child got home,child_status
mujhe bata do bacha ghar aa gaya ya nahi,child_status
aaj ki pickup ho gayi,child_status
was pickup done today,child_status
aaj ki drop ho chuki hai,child_status
has today's drop been completed,child_status
mera bacha waiting par hai ya pick ho gaya,child_status
is my child waiting or picked up,child_status
Ali Khan ki aaj ki pickup hui,child_status
was soban dropped today,child_status
kya soban ko aaj drop kiya gaya,child_status
what is the current trip status of my child,child_status
mere bache ki trip ka status kya hai,child_status
what all can you help me with,help_capabilities
aap kin cheezon mein madad karte hain,help_capabilities
can you answer my questions about the van,help_capabilities
kya aap van ke baare mein sawalon ke jawab de sakte hain,help_capabilities
tell me what you know,help_capabilities
aap ko kya kya maloom hai,help_capabilities
what topics do you cover,help_capabilities
aap kin topics par jawab dete ho,help_capabilities
how can this bot be useful,help_capabilities
yeh bot mere kis kaam ka hai,help_capabilities
i do not know what to ask,help_capabilities
mujhe nahi pata kya poochna hai,help_capabilities
show me what i can ask,help_capabilities
mujhe dikhao main kya pooch sakta hun,help_capabilities
are you an ai,help_capabilities
kya aap ai hain,help_capabilities
what is this assistant for,help_capabilities
yeh assistant kis liye hai,help_capabilities
help karo mujhe samajh nahi aa raha,help_capabilities
suggest some questions i can ask,help_capabilities
koi sawal suggest karo jo main pooch sakun,help_capabilities
what services does this chat offer,help_capabilities
is chat mein kya kya services hain,help_capabilities
mere paas koi naya message aya hai,unread_alerts
do i have new messages,unread_alerts
mera inbox dikhao,unread_alerts
show my inbox,unread_alerts
koi alert aya hai kya,unread_alerts
has any alert come in,unread_alerts
kya school ne kuch bheja hai,unread_alerts
did the school send anything,unread_alerts
aaj ka koi notice,unread_alerts
is there a notice today,unread_alerts
kya van ke baare mein koi update hai,unread_alerts
any update about the van,unread_alerts
mujhe koi update mila hai,unread_alerts
did i receive any update,unread_alerts
latest notification kya hai,unread_alerts
what is the latest notification,unread_alerts
pichle alerts dikhao,unread_alerts
show me previous alerts,unread_alerts
alert history dikhao,unread_alerts
show alert history,unread_alerts
mere unread messages kitne hain,unread_alerts
how many unread messages do i have,unread_alerts
any important alert for today,unread_alerts
aaj ke liye koi zaroori alert,unread_alerts
did admin send any message,unread_alerts
admin ne koi message bheja,unread_alerts
